,att_id,att_name,att_cat,att_price,score
1195,2693,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,luxury_&_special_occasions,98.29,0.047121347049730325
446,997,1_hour_banff_horseback_riding_adventures,outdoor_activities,67.2,0.04616762760239612
172,357,niagara_falls_american_side_highlights_tour,cultural_&_theme_tours,149.89,0.044031998165113995
222,458,3_hour_whale_watching_tour,day_trips_&_excursions,129.0,0.04389157321581325
1302,3302,toronto_city_hop-on_hop-off_tour,recommended_experiences,43.0,0.04312508703421337
297,618,a_wok_around_chinatown:_culinary_and_cultural_walking_tour,"food,_wine_&_nightlife",108.0,0.04164769954677848
1460,3479,45-minute_beacon_hill_park_carriage_tour,recommended_experiences,165.0,0.04118839294177397
276,585,gastown_walking_food_tour,"food,_wine_&_nightlife",93.45,0.040588661387468715
471,1085,top_of_gowlland_tod_hike_in_victoria,outdoor_activities,86.0,0.039851430403639816
509,1144,mountain_explorer_atv_tour,outdoor_activities,103.95,0.03873388184878808
1350,3354,montreal_craft_brewery_and_beer_tasting_small-group_tour,recommended_experiences,74.73,0.03857590378082474
1347,3349,bird_kingdom_all_day_admission_ticket,recommended_experiences,20.28,0.03711899493182954
95,168,interactive_pirate_cruise_from_granville_island,"cruises,_sailing_&_water_tours",34.5,0.03572059647837632
1324,3326,private_tour:_quebec_city_walking_tour,recommended_experiences,25.72,0.03486049366390927
4,4,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",featured_tours_and_tickets,158.0,0.0347844301497047
349,727,niagara_falls_walking_food_tour,"food,_wine_&_nightlife",88.14,0.03443921881600704
1312,3313,ice_explorer_glacier_tour_and_glacier_skywalk,recommended_experiences,114.45,0.03407060332409259
1413,3422,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,recommended_experiences,77.98,0.0340618267647613
1411,3420,summer_tour:_banff_and_its_wildlife,recommended_experiences,74.55,0.03373416854972623
1515,3544,old_montreal_ghost_walking_tour,recommended_experiences,25.0,0.03362592431797357
1313,3314,ultimate_toronto_tour,recommended_experiences,175.0,0.03347379728956444
1020,2213,athabasca_river_mile_5_morning_rafting_trip,water_sports,72.45,0.03310810731742709
1206,2712,private_tour:_quebec_city_walking_tour,private_&_custom_tours,25.72,0.03264587519264548
480,1103,blackcomb_glacier_safari_by_jeep_4x4,outdoor_activities,145.95,0.03175359166063035
965,2128,newfoundland_puffin_and_whale_watch_cruise,water_sports,72.0,0.031531252157570834
934,2064,beyond_the_bike_lanes_bike_tour,walking_&_biking_tours,85.0,0.031504922479576945
61,93,victoria_whale_watch_tour,"cruises,_sailing_&_water_tours",114.45,0.030530724393803048
517,1158,2_hour_ziplines_and_tree_course_adventure_from_mont-tremblant,outdoor_activities,42.4,0.030498543676254965
1166,2599,niagara_falls_small-group_day_tour_from_toronto,luxury_&_special_occasions,100.57,0.030305459370966438
1344,3346,small-group_toronto_beer_tour,recommended_experiences,80.0,0.029890035562618412
800,1750,bowen_island_dinner_and_zodiac_tour,tours_&_sightseeing,135.45,0.02948046279382458
720,1615,old_montreal_ghost_walking_tour,tours_&_sightseeing,25.0,0.02928152744898186
225,479,full-day_niagara_winery_tour_from_toronto,day_trips_&_excursions,99.0,0.029278601929204763
301,622,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,"food,_wine_&_nightlife",77.98,0.028763710448435374
1355,3360,athabasca_glacier_snow_trip_from_banff,recommended_experiences,273.0,0.028599881340917843
198,412,vancouver_north_shore_day_trip_with_capilano_suspension_bridge_and_grouse_mountain,day_trips_&_excursions,170.0,0.028108394018365245
518,1160,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,outdoor_activities,98.29,0.027906533153745427
1149,2542,rockies_classic_4-day_summer_tour,multi-day_&_extended_tours,687.0,0.027330205757656965
1414,3423,ottawa_city_tour_by_land_and_water,recommended_experiences,36.45,0.027008398582176095
263,570,st._lawrence_market_and_old_toronto_food_tour,"food,_wine_&_nightlife",89.0,0.02658127269471967
1457,3476,blackcomb_glacier_safari_by_jeep_4x4,recommended_experiences,145.95,0.026089785372167072
1412,3421,quebec_city_craft_brewery_and_beer_tasting_small-group_tour,recommended_experiences,74.73,0.025961062501974726
221,447,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,day_trips_&_excursions,77.98,0.025648031885825155
839,1908,walking_tour_of_old_montreal,walking_&_biking_tours,29.5,0.02522090599836873
30,40,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,"air,_helicopter_&_balloon_tours",439.0,0.02471771659670774
100,174,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,"cruises,_sailing_&_water_tours",98.29,0.02471186555715354
285,597,kensington_market_-toronto's_neighborhood_international_food_tour,"food,_wine_&_nightlife",89.0,0.024632876523171872
257,553,half-day_canadian_side_sightseeing_tour_of_niagara_falls_with_cruise_&_lunch,day_trips_&_excursions,199.0,0.024524632291419216
2,2,quebec_city_and_montmorency_falls_day_trip_from_montreal,featured_tours_and_tickets,115.0,0.023927826256891063
917,2041,ebike_tour,walking_&_biking_tours,79.0,0.023875166900903286
427,971,athabasca_glacier_snow_trip_from_banff,outdoor_activities,273.0,0.023725965392271245
870,1944,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,walking_&_biking_tours,77.98,0.023649901878066676
48,76,vancouver_harbor_sunset_dinner_cruise,"cruises,_sailing_&_water_tours",97.69,0.0231116062390805
1197,2697,boldt_castle_and_thousand_islands_helicopter_tour,luxury_&_special_occasions,172.84,0.02308235104130951
358,750,ile_d'orleans_food_tour,"food,_wine_&_nightlife",51.75,0.022941926092008767
576,1307,vancouver_tour_including_capilano_suspension_bridge,tours_&_sightseeing,130.0,0.022587938198979814
1565,3623,athabasca_river_mile_5_morning_rafting_trip,recommended_experiences,72.45,0.022400704933245492
478,1098,banff_national_park_guided_hike_with_lunch,outdoor_activities,109.2,0.02114273142909301
1140,2505,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,shore_excursions,30.99,0.02109299759288233
1435,3449,victoria_craft_brewery_tour_and_tastings,recommended_experiences,79.0,0.02101693407867776
1101,2427,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,family_friendly,98.29,0.02058103163189004
207,422,athabasca_glacier_snow_trip_from_banff,day_trips_&_excursions,273.0,0.020542999874787755
1336,3338,jasper_evening_wildlife_tour,recommended_experiences,73.9,0.020402574925487013
177,368,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,cultural_&_theme_tours,30.99,0.020197788541090098
701,1585,small-group_capilano_suspension_bridge_and_vancouver_city_tour,tours_&_sightseeing,200.0,0.01953077003191157
1046,2251,whale-watching_cruise_with_expert_naturalists,family_friendly,94.5,0.019293802929966568
432,976,columbia_icefield_tour_including_the_glacier_skywalk_from_banff,outdoor_activities,281.4,0.019194335257545207
1346,3348,glacier_skywalk_admission,recommended_experiences,36.75,0.018910559839166625
367,769,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,"food,_wine_&_nightlife",183.75,0.018735028652540696
654,1518,1-hour_distillery_history_district_by_segway,tours_&_sightseeing,77.97,0.018541944347252176
1438,3454,banff_day_trip_from_calgary,recommended_experiences,238.35,0.01850391259014989
707,1596,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,tours_&_sightseeing,439.0,0.018389817318843038
140,242,talking_trees_-_indigenous_walking_tour,cultural_&_theme_tours,40.0,0.01822013717177131
1047,2252,northern_lights_tour_from_yellowknife,family_friendly,100.0,0.018167477815783532
858,1928,toronto's_original_brunch_food_tour,walking_&_biking_tours,99.0,0.016482378424174625
1037,2241,niagara_falls_small-group_day_tour_from_toronto,family_friendly,100.57,0.0160523270169411
1420,3429,full-day_niagara_winery_tour_from_toronto,recommended_experiences,99.0,0.015119086208046584
853,1922,small-group_toronto_beer_tour,walking_&_biking_tours,80.0,0.014975735738968744
70,127,niagara_falls_small-group_tour_from_toronto,"cruises,_sailing_&_water_tours",254.25,0.014384780743994786
1377,3382,beyond_the_market_food_tour_in_montreal,recommended_experiences,104.0,0.013773347110581136
307,665,full-day_niagara_winery_tour_from_toronto,"food,_wine_&_nightlife",99.0,0.01328185978802854
882,1994,ottawa_spring_tulip_festival_bike_tour,walking_&_biking_tours,68.0,0.013249679070480452
300,621,vancouver_art_deco_&_chocolate_tasting_tour,"food,_wine_&_nightlife",54.6,0.0126499475161752
663,1527,peggy's_cove_and_halifax_tour_with_lobster_roll_lunch,tours_&_sightseeing,140.0,0.01211457739696612
1452,3471,banff_national_park_guided_hike_with_lunch,recommended_experiences,109.2,0.01201510972454476
1392,3401,1_hour_banff_horseback_riding_adventures,recommended_experiences,67.2,0.011666972871070004
1375,3380,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,recommended_experiences,97.73,0.010961922604789193
980,2151,elaho_whitewater_experience,water_sports,187.95,0.010780540378609068
275,584,small-group_toronto_beer_tour,"food,_wine_&_nightlife",80.0,0.010493839440453385
1504,3531,vancouver_craft_brewery_and_food_tour,recommended_experiences,94.99,0.010347563451598445
676,1545,45-minute_beacon_hill_park_carriage_tour,tours_&_sightseeing,165.0,0.010324159293381655
425,969,discover_grizzly_bears_from_banff,outdoor_activities,231.0,0.01028612753627937
119,209,bowen_island_dinner_and_zodiac_tour,"cruises,_sailing_&_water_tours",135.45,0.010122298428761839
730,1636,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,tours_&_sightseeing,98.29,0.010078415632105356
288,600,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,"food,_wine_&_nightlife",97.73,0.009739055337961896
753,1673,kingston_discovery_sightseeing_cruise,tours_&_sightseeing,39.55,0.00965714078420313
1292,3292,quebec_city_and_montmorency_falls_day_trip_from_montreal,recommended_experiences,115.0,0.009648364224871833
1389,3398,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,recommended_experiences,232.05,0.009540119993119177
1443,3460,laurentian_mountains_day_trip_from_montreal,recommended_experiences,100.0,0.009437726800920719
845,1914,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,walking_&_biking_tours,149.0,0.009206610738529915
454,1009,victoria_whale_watch_tour,outdoor_activities,114.45,0.00911884514521695
847,1916,vancouver_highlights_bike_tour,walking_&_biking_tours,94.45,0.009031079551903987
997,2180,overnight_camping_and_river-rafting_trip_in_squamish,water_sports,425.24,0.008867250444386455
382,831,vancouver_craft_brewery_tour,"food,_wine_&_nightlife",79.5,0.008718048935754416
879,1990,epic_electric_bike_tour_of_vancouver,walking_&_biking_tours,94.45,0.008630283342441451
1516,3545,nordic_backcountry_skiing_tour_in_jacques-cartier_national_park,recommended_experiences,89.9,0.008545443268905587
1361,3366,vancouver_harbor_and_indian_arm_lunch_cruise,recommended_experiences,85.33,0.008434273517375832
1528,3566,ile_d'orleans_food_tour,recommended_experiences,51.75,0.008331880325177374
710,1600,toronto_small-group_city_tour,tours_&_sightseeing,168.37,0.008311401686737682
1423,3434,granite_falls_zodiac_tour,recommended_experiences,103.95,0.008194380895653731
852,1921,lost_souls_of_gastown_walking_tour,walking_&_biking_tours,30.45,0.008141721539665952
989,2166,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,water_sports,98.29,0.008077360104569779
420,961,jasper_evening_wildlife_tour,outdoor_activities,73.9,0.008004222110142309
410,951,banff_national_park_tour_with_lake_louise_and_moraine_lake,outdoor_activities,88.2,0.007913530997052247
44,66,victoria_panorama_seaplane_tour,"air,_helicopter_&_balloon_tours",125.0,0.007770180527974406
1183,2672,full-day_niagara_winery_tour_from_toronto,luxury_&_special_occasions,99.0,0.007735074290649221
689,1564,southeast_edmonton_roots_and_resources_bus_tour,tours_&_sightseeing,26.25,0.007667787335775948
174,364,kingston_discovery_sightseeing_cruise,cultural_&_theme_tours,39.55,0.007550766544691996
615,1356,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,tours_&_sightseeing,97.73,0.007155821374783658
1582,3647,victoria_panorama_seaplane_tour,recommended_experiences,125.0,0.007120715137458472
1334,3336,vancouver_harbor_sunset_dinner_cruise,recommended_experiences,97.69,0.007082683380356188
1578,3643,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,recommended_experiences,395.0,0.007035875063922608
211,429,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,day_trips_&_excursions,97.73,0.006930556351947051
1373,3378,niagara-on-the-lake_wine_tour_with_lunch,recommended_experiences,114.99,0.0068486417981882845
1362,3367,columbia_icefield_tour_including_the_glacier_skywalk_from_banff,recommended_experiences,281.4,0.006801833481754703
641,1504,4-day_yukon_aurora_viewing_tour,tours_&_sightseeing,702.45,0.006585345018249394
464,1077,4-day_yukon_aurora_viewing_tour,outdoor_activities,702.45,0.006570717419363899
1548,3593,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,recommended_experiences,183.75,0.006547313261147109
344,719,vancouver_craft_brewery_and_food_tour,"food,_wine_&_nightlife",94.99,0.006123112893467783
1129,2485,4-day_yukon_aurora_viewing_tour,shore_excursions,702.45,0.006088006656142598
993,2175,squamish_cheakamus_white-water_rafting_from_whistler,water_sports,120.74,0.005900773390408274
214,432,jasper_to_banff_one-way_tour,day_trips_&_excursions,257.25,0.005900773390408274
206,421,discover_grizzly_bears_from_banff,day_trips_&_excursions,231.0,0.0058685926728601874
1328,3330,island_of_orleans_food_and_drink_tour,recommended_experiences,44.95,0.005061149214380919
42,63,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,"air,_helicopter_&_balloon_tours",389.0,0.004274184394341343
724,1620,90-minute_premier_horse-drawn_carriage_tour,tours_&_sightseeing,295.0,0.0038938668233184995
1348,3350,victoria_and_butchart_gardens_tour_from_vancouver,recommended_experiences,212.0,0.003677378359813188
901,2017,guided_electric_bike_tour_in_whistler,walking_&_biking_tours,134.96,0.0035574320489521376
685,1557,45-minute_beacon_hill_park_horse-drawn_carriage_tour,tours_&_sightseeing,165.0,0.0034959961336330633
1343,3345,montreal_city_hop-on_hop-off_tour,recommended_experiences,56.0,0.003463815416084976
125,217,4-_to_6-hour_northern_lights_tour_from_yellowknife,cultural_&_theme_tours,85.0,0.00345503885675368
854,1923,old_montreal_discovery_tour,walking_&_biking_tours,60.0,0.0034199326194284943
1038,2242,greg_frewin_wild_magic_show,family_friendly,32.77,0.0033819008623262098
711,1601,guided_electric_bike_tour_in_whistler,tours_&_sightseeing,134.96,0.003355571184332321
944,2078,old_montreal_walking_tour,walking_&_biking_tours,25.0,0.0033409435854468263
1378,3383,halifax_harbour_hopper_tour,recommended_experiences,42.67,0.0033409435854468263
1496,3523,whitewater_rafting_on_jasper's_fraser_river,recommended_experiences,122.09,0.0033175394272300365
811,1775,private_transport_from_vancouver_international_airport_(yvr)_to_downtown_vancouver,transfers_&_ground_transport,122.66,0.0032239227943628747
1464,3485,whistler_wilderness_adventure_snowmobile_tour,recommended_experiences,159.0,0.0032209972745857757
325,686,vancouver_craft_beer_and_distillery_tour,"food,_wine_&_nightlife",105.0,0.00318589103726059
1029,2226,2-day_ticket_to_ride_rafting_trip_on_the_clearwater_river,water_sports,408.45,0.0031712634383750963
599,1337,montreal_city_hop-on_hop-off_tour,tours_&_sightseeing,56.0,0.0031712634383750963
850,1919,haunted_montreal_pub_crawl,walking_&_biking_tours,24.0,0.003118604082387318
1485,3508,sunwapta_challenge_whitewater_rafting:_class_iii_rapids,recommended_experiences,111.38,0.003109827523056022
744,1661,sportif_tour_of_east_ontario_and_west_quebec,tours_&_sightseeing,129.0,0.0030922744043934292
208,424,columbia_icefield_tour_including_the_glacier_skywalk_from_banff,day_trips_&_excursions,281.4,0.0030834978450621324
286,598,quebec_pub_crawl,"food,_wine_&_nightlife",28.0,0.0030776468055079354
1040,2244,day_trip_from_seattle_to_victoria_on_the_victoria_clipper,family_friendly,170.4,0.0030688702461766386
672,1541,private_niagara_falls_tour_in_a_suv,tours_&_sightseeing,650.0,0.0030513171275140458
169,354,making_their_mark:_montreal_jewish_history_walking_tour,cultural_&_theme_tours,24.0,0.00304254056818275
613,1354,"sea_to_sky_highway_day_trip_from_vancouver:_shannon_falls,_britannia_mine_and_gondola_ride",tours_&_sightseeing,130.0,0.003030838489074354
195,408,niagara_falls_day_trip_from_toronto,day_trips_&_excursions,169.0,0.003027912969297255
539,1207,nanaimo_bungy_jump,outdoor_activities,136.49,0.002940147375984291
516,1157,jasper_rock_climbing_experience,outdoor_activities,125.0,0.002934296336430094
982,2154,victoria_marine_wildlife_tour,water_sports,112.35,0.0029225942573216984
1308,3309,niagara_falls_tour_day_trip_from_toronto,recommended_experiences,89.0,0.0029079666584362045
298,619,small-group_wine_tour_from_niagara_falls_with_hotel_pickup,"food,_wine_&_nightlife",99.95,0.0029050411386591056
990,2171,whitewater_rafting_on_toby_creek,water_sports,70.35,0.0028465307431171302
299,620,quebec_city_craft_brewery_and_beer_tasting_small-group_tour,"food,_wine_&_nightlife",74.73,0.0028377541837858334
205,420,victoria_and_butchart_gardens_tour_from_vancouver,day_trips_&_excursions,212.0,0.0028289776244545374
82,147,"niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto","cruises,_sailing_&_water_tours",260.0,0.0028231265849003396
34,47,exhilarating_120km_aerial_tour_of_toronto,"air,_helicopter_&_balloon_tours",79.0,0.0028231265849003396
507,1142,victoria_marine_wildlife_tour,outdoor_activities,112.35,0.0028202010651232406
1056,2264,2-day_niagara_falls_tour_from_new_york_by_bus,family_friendly,436.23,0.0028202010651232406
1383,3389,peggy's_cove_day_trip_from_halifax,recommended_experiences,57.49,0.0028172755453461417
273,581,toronto_distillery_district_walking_tour,"food,_wine_&_nightlife",23.73,0.0028143500255690436
1085,2401,vancouver_boat_rental_for_up_to_4_people,family_friendly,44.0,0.002796796906906451
258,557,vancouver_island_atv_tour,day_trips_&_excursions,627.9,0.002796796906906451
1126,2464,skagway_shore_excursion:_bennett_train_journey_on_the_white_pass_rail,shore_excursions,322.47,0.002790945867352253
714,1605,jewish_neighborhood_food_tour,tours_&_sightseeing,95.44,0.002782169308020956
1409,3418,small-group_wine_tour_from_niagara_falls_with_hotel_pickup,recommended_experiences,99.95,0.002782169308020956
1088,2406,lake_george_luncheon_or_sightseeing_cruise_aboard_the_lac_du_saint_sacrement,family_friendly,29.99,0.00277339274868966
920,2044,whistler_singletrack_mountain_bike_tour,walking_&_biking_tours,139.0,0.002770467228912561
1503,3530,guided_electric_bike_tour_in_whistler,recommended_experiences,134.96,0.0027499885904728695
1274,3227,60_minute_private_vacation_photography_session_with_local_photographer_in_paris,private_&_custom_tours,477.13,0.0027412120311415735
857,1926,"show_me_the_city,_toronto_walking_tour",walking_&_biking_tours,36.0,0.0027382865113644746
1121,2459,vancouver_island_atv_tour,family_friendly,627.9,0.0027353609915873756
619,1363,peggy's_cove_day_trip_from_halifax,tours_&_sightseeing,57.49,0.0027295099520331777
1027,2224,ready-set-go_rafting_trip_on_the_clearwater_river,water_sports,120.75,0.002717807872924783
145,303,copenhagen_small_group_grand_tour,cultural_&_theme_tours,148.6,0.002714882353147684
332,698,niagara-on-the-lake_wine_tasting_tour_with_cheese_from_niagara_falls,"food,_wine_&_nightlife",100.57,0.002706105793816388
167,346,yukon_breakfast_snowmobile_tour,cultural_&_theme_tours,246.75,0.0026768505960453994
279,590,"show_me_the_city,_toronto_walking_tour","food,_wine_&_nightlife",36.0,0.0026709995564912024
1583,3650,bowen_island_dinner_and_zodiac_tour,recommended_experiences,135.45,0.0026709995564912024
473,1089,medicine_trail_snowshoe_tour,outdoor_activities,93.45,0.0026680740367141034
10,11,vancouver_seaplane_tour,"air,_helicopter_&_balloon_tours",135.0,0.0026651485169370045
495,1123,columbia_icefield_tour_including_the_glacier_skywalk_from_calgary,outdoor_activities,380.1,0.0026651485169370045
313,673,diversity_of_scarborough_food_tour,"food,_wine_&_nightlife",73.0,0.0026563719576057085
662,1526,day_and_night_tour_of_niagara_falls,tours_&_sightseeing,300.0,0.0026563719576057085
490,1113,small-group_zipline_adventure,outdoor_activities,93.45,0.0026534464378286096
863,1933,stanley_park_bike_tour,walking_&_biking_tours,68.25,0.0026505209180515106
869,1943,bike_tour_of_downtown_vancouver_and_stanley_park,walking_&_biking_tours,68.25,0.0026475953982744117
670,1538,niagara_falls_canada_underground_railroad_heritage_tour,tours_&_sightseeing,124.06,0.002641744358720214
525,1181,5-hour_exotic_car_experience_including_lunch,outdoor_activities,800.0,0.002630042279611819
231,492,vancouver_island_cycling_tour_including_lunch_and_wine_tasting,day_trips_&_excursions,204.5,0.002624191240057621
1295,3295,niagara_falls_day_trip_from_toronto,recommended_experiences,169.0,0.002624191240057621
1007,2190,half-day_whitewater_rafting_in_revelstoke,water_sports,130.2,0.002621265720280523
1396,3405,lake_louise_scenic_snowshoe_tour,recommended_experiences,79.0,0.002618340200503424
1307,3307,niagara_skywheel_admission_ticket,recommended_experiences,14.68,0.002612489160949226
642,1505,vancouver_shore_excursion:_post-cruise_sea-to-sky_highway_day_trip_from_vancouver,tours_&_sightseeing,130.0,0.002609563641172127
422,964,grotto_canyon_icewalk,outdoor_activities,79.8,0.0026066381213950282
156,321,montreal_mural_tour,cultural_&_theme_tours,45.0,0.00260371260161793
762,1684,the_big_bike_loop,tours_&_sightseeing,120.0,0.0026007870818408312
175,366,the_essential_whistler_tasting_and_cultural_walking_tour,cultural_&_theme_tours,87.0,0.0025949360422866333
792,1738,edmonton_river_valley_90-minute_segway_adventure,tours_&_sightseeing,84.99,0.0025832339631782384
1466,3487,4-hour_eagle_viewing_river_float_trip_from_squamish_with_lunch,recommended_experiences,125.99,0.0025773829236240406
657,1521,whistler_odyssey_tour:_off-road_buggy_adventure,tours_&_sightseeing,229.0,0.0025773829236240406
1338,3340,horse-drawn_sleigh_ride_in_banff,recommended_experiences,39.9,0.0025773829236240406
1276,3229,60_minute_private_vacation_photography_session_with_local_photographer_in_maui,private_&_custom_tours,477.13,0.0025773829236240406
881,1993,montreal_food_truck_tour_by_bike,walking_&_biking_tours,159.83,0.0025686063642927446
1309,3310,vancouver_seaplane_tour,recommended_experiences,135.0,0.0025598298049614478
1579,3644,montreal_bike_tour_with_bites,recommended_experiences,136.82,0.00255397876540725
506,1137,fishing_adventure_in_whistler,outdoor_activities,165.0,0.002548127725853053
741,1656,full_day_tour_with_lunch_from_niagara_falls_with_hotel_pickup,tours_&_sightseeing,153.6,0.002548127725853053
1517,3546,30-minute_distillery_district_segway_tour_in_toronto,recommended_experiences,44.07,0.002548127725853053
28,37,seaplane_flight_to_victoria_with_ground_transport_and_butchart_gardens_admission,"air,_helicopter_&_balloon_tours",449.0,0.002545202206075954
708,1597,thousand_islands_sunset_dinner_cruise,tours_&_sightseeing,99.44,0.002539351166521756
234,498,mountain_lakes_and_waterfalls_day_trip_from_calgary,day_trips_&_excursions,294.0,0.002539351166521756
569,1284,shopping_trip_to_toronto_premium_outlets,shopping_&_fashion,33.9,0.002533500126967559
998,2181,whale-watching_marine_wildlife_excursion_by_zodiac_boat,water_sports,80.0,0.002533500126967559
1542,3586,canyon_sainte-anne_walking_tour,recommended_experiences,13.5,0.002533500126967559
1327,3329,winter_tour:_banff_and_its_wildlife,recommended_experiences,70.35,0.002527649087413361
511,1146,guided_zipline_tour_in_mont_tremblant,outdoor_activities,114.58,0.0025071704489736694
1408,3417,jasper_rafting_athabasca_canyon_run,recommended_experiences,93.45,0.0025071704489736694
1342,3344,mountain_lakes_and_waterfalls_day_trip_from_banff,recommended_experiences,183.75,0.0025071704489736694
671,1539,banff_national_park_tour_with_a_small_group,tours_&_sightseeing,155.0,0.0025071704489736694
568,1281,5-night_churchill_tour_and_polar_bear_adventure_from_winnipeg,outdoor_activities,,0.0025071704489736694
1359,3364,sea_to_sky_and_whistler_village_tour,recommended_experiences,157.5,0.0025042449291965705
1450,3469,banff_national_park_tour_with_a_small_group,recommended_experiences,155.0,0.0025013194094194715
1111,2443,quebec_city_shore_excursion:_private_walking_tour,family_friendly,19.58,0.0024983938896423735
190,401,original_haunted_walk_of_kingston,cultural_&_theme_tours,24.5,0.0024954683698652745
570,1299,pirate_life_adventure_cruise_in_toronto,"shows,_concerts_&_sports",38.0,0.0024925428500881756
418,959,dogsled_adventure_in_mont-tremblant,outdoor_activities,169.34,0.0024866918105339777
1252,3011,30_minute_private_vacation_photography_session_with_local_photographer_in_miami,private_&_custom_tours,340.8,0.0024837662907568787
1459,3478,1-_or_2-hour_horseback_ride_in_pemberton,recommended_experiences,82.95,0.002472064211648484
508,1143,rzr_off-roading_tours_from_whistler,outdoor_activities,198.45,0.002463287652317187
317,677,whistler's_hidden_gems_dinner_tour,"food,_wine_&_nightlife",104.99,0.002463287652317187
369,773,mornings_just_got_better-_niagara_on_the_lake,"food,_wine_&_nightlife",65.54,0.002460362132540088
886,1998,3_hour_montreal_city_bike_tour_with_wine_or_beer,walking_&_biking_tours,74.73,0.002454511092985891
650,1514,"niagara_falls,_niagara-on-the-lake,_winery_tour_from_toronto",tours_&_sightseeing,159.0,0.002454511092985891
527,1183,treetop_adventure_course,outdoor_activities,40.95,0.002454511092985891
895,2010,walking_tour_of_niagara-on-the-lake_historic_district,walking_&_biking_tours,25.0,0.002448660053431693
1370,3375,"sea_to_sky_highway_day_trip_from_vancouver:_shannon_falls,_britannia_mine_and_gondola_ride",recommended_experiences,130.0,0.0024457345336545942
1456,3475,undiscovered_niagara_wine_country_tour,recommended_experiences,149.0,0.0024428090138774953
188,398,the_really_gay_history_tour,cultural_&_theme_tours,38.85,0.0024428090138774953
98,171,rideau_canal_cruise,"cruises,_sailing_&_water_tours",29.0,0.0024428090138774953
409,949,snowmobile_cruiser_tour_for_first-time_riders,outdoor_activities,151.2,0.002439883494100397
1436,3450,chinatown_and_hidden_alleys_pedicab_tour,recommended_experiences,45.0,0.002439883494100397
789,1735,beyond_city_sights_e-bike_adventure_tour,tours_&_sightseeing,89.0,0.0024369579743232983
63,95,vancouver_harbor_sightseeing_cruise,"cruises,_sailing_&_water_tours",40.9,0.0024340324545461993
1113,2445,nanaimo_bungy_jump,family_friendly,136.49,0.0024340324545461993
1188,2680,lake_george_luncheon_or_sightseeing_cruise_aboard_the_lac_du_saint_sacrement,luxury_&_special_occasions,29.99,0.0024311069347691004
962,2122,rouge_river_classic_whitewater_rafting_package,water_sports,79.0,0.0024223303754378044
354,736,montreal_afternoon_tea_tour,"food,_wine_&_nightlife",149.5,0.0024223303754378044
89,157,heart_of_the_1000_islands_lunch_cruise,"cruises,_sailing_&_water_tours",81.36,0.0024194048556607055
400,923,aga_khan_museum_admission_with_round-trip_transportation,sightseeing_tickets_&_passes,60.9,0.0024164793358836065
890,2003,downtown_and_old_montreal_south_city_bike_tour,walking_&_biking_tours,88.25,0.0024106282963294087
1286,3286,skylon_tower_observation_deck_admission,recommended_experiences,15.0,0.0024077027765523097
472,1087,whistler_odyssey_tour:_off-road_buggy_adventure,outdoor_activities,229.0,0.0024077027765523097
1154,2557,cape_breton_island,multi-day_&_extended_tours,626.75,0.0024018517369981127
862,1932,fat_ebike_ride_on_mount_royal,walking_&_biking_tours,86.23,0.002396000697443915
91,160,niagara_falls_night_tour_with_dinner_and_cruise,"cruises,_sailing_&_water_tours",189.0,0.002396000697443915
562,1253,beyond_city_sights_e-bike_adventure_tour,outdoor_activities,89.0,0.002393075177666816
1487,3510,vancouver_to_victoria_by_seaplane_and_ferry,recommended_experiences,289.0,0.002390149657889717
1585,3652,victoria_and_butchart_gardens_with_victoria_clipper_to_seattle_one-way_from_vancouver,recommended_experiences,373.0,0.002390149657889717
1447,3464,squamish_explorer_flightseeing_tour,recommended_experiences,162.75,0.00238429861833552
